,Unnamed: 0,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_age_bin,person_income_bin,person_emp_length_bin,loan_amnt_bin,loan_percent_income_bin,cb_person_cred_hist_length_bin,loan_intent_bin
5851,6312,22,35000,RENT,2.0,MEDICAL,A,6000,7.49,0,0.17,N,2,person_age_Bin1,person_income_Bin2,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin4
5852,6313,22,42996,MORTGAGE,7.0,HOMEIMPROVEMENT,C,12000,13.79,1,0.28,N,4,person_age_Bin1,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin3,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin4
5853,6314,23,29000,RENT,5.0,EDUCATION,A,6000,7.88,1,0.21,N,3,person_age_Bin2,person_income_Bin2,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
5854,6315,24,35000,RENT,0.0,VENTURE,C,6000,13.98,0,0.17,Y,4,person_age_Bin2,person_income_Bin2,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin1
5855,6316,22,35000,RENT,7.0,EDUCATION,B,6000,10.909562500000009,0,0.17,N,2,person_age_Bin1,person_income_Bin2,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
5856,6317,24,35004,RENT,2.0,VENTURE,B,6000,10.59,0,0.17,N,3,person_age_Bin2,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin1
5857,6318,24,29004,RENT,0.0,VENTURE,D,6000,15.62,1,0.21,N,3,person_age_Bin2,person_income_Bin2,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin1
5858,6319,23,35004,RENT,1.0,EDUCATION,B,6000,11.060150000000016,0,0.17,N,2,person_age_Bin2,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
5859,6320,26,29004,RENT,1.0,PERSONAL,D,6000,14.11,1,0.21,N,4,person_age_Bin3,person_income_Bin2,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin3
5860,6321,23,49000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9600,5.42,0,0.2,N,3,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin5
5861,6322,24,43000,MORTGAGE,1.0,PERSONAL,D,4000,17.49,1,0.09,N,3,person_age_Bin2,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin3
5862,6323,23,49000,MORTGAGE,5.0,EDUCATION,A,3500,5.42,0,0.07,N,2,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin2
5863,6324,21,35324,RENT,4.0,MEDICAL,B,6000,11.521350000000009,0,0.17,N,4,person_age_Bin1,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin4
5864,6325,24,43000,MORTGAGE,8.0,DEBTCONSOLIDATION,D,10000,16.89,1,0.23,Y,2,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin2,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin1,bin5
5865,6326,26,29364,RENT,4.0,HOMEIMPROVEMENT,C,6000,13.35,1,0.2,Y,4,person_age_Bin3,person_income_Bin2,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin4
5866,6327,25,49000,OWN,6.0,VENTURE,C,3000,13.825749999999983,0,0.06,N,3,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin1,bin1
5867,6328,24,43000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,3000,10.99,1,0.07,N,3,person_age_Bin2,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin5
5868,6329,23,49000,MORTGAGE,7.0,VENTURE,C,4000,13.99,0,0.08,N,4,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin1
5869,6330,25,35392,RENT,9.0,EDUCATION,A,6000,7.4,0,0.17,N,3,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
5870,6331,25,49000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,7000,6.99,0,0.14,N,3,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin5
5871,6332,22,29916,RENT,1.0,PERSONAL,D,6000,15.65,1,0.2,N,2,person_age_Bin1,person_income_Bin2,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin3
5872,6333,25,36000,RENT,9.0,MEDICAL,B,6000,10.910250000000008,0,0.17,N,4,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin4
5873,6334,24,49000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,2700,6.92,0,0.06,N,4,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin1,bin4
5874,6335,22,49000,MORTGAGE,6.0,EDUCATION,A,2400,5.79,0,0.05,N,4,person_age_Bin1,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin1,bin2
5875,6336,23,49000,MORTGAGE,7.0,MEDICAL,A,2400,7.66,0,0.05,N,3,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin1,bin4
5876,6337,25,49000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,18225,10.0,0,0.37,N,4,person_age_Bin2,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin4
5877,6338,26,49000,MORTGAGE,10.0,EDUCATION,B,20000,10.0,0,0.41,N,2,person_age_Bin3,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin2
5878,6339,22,30000,RENT,7.0,EDUCATION,C,6000,14.79,1,0.2,N,4,person_age_Bin1,person_income_Bin2,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
5879,6340,22,30000,RENT,0.0,DEBTCONSOLIDATION,E,6000,19.39,1,0.2,Y,4,person_age_Bin1,person_income_Bin2,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin5
5880,6341,22,36000,RENT,1.0,DEBTCONSOLIDATION,C,6000,12.68,0,0.17,N,4,person_age_Bin1,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin5
5881,6343,26,30000,RENT,2.0,DEBTCONSOLIDATION,E,6000,16.77,1,0.2,N,2,person_age_Bin3,person_income_Bin2,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin5
5882,6344,23,49000,MORTGAGE,2.0,VENTURE,A,6000,7.88,0,0.12,N,4,person_age_Bin2,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin1
5883,6345,26,49000,MORTGAGE,10.0,EDUCATION,A,14000,7.88,0,0.29,N,2,person_age_Bin3,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin3,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin2
5884,6346,22,36000,RENT,6.0,EDUCATION,B,6000,10.0,0,0.17,N,3,person_age_Bin1,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
5885,6347,24,49000,MORTGAGE,7.0,MEDICAL,A,3500,7.88,0,0.07,N,3,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin4
5886,6348,25,49000,OWN,4.0,HOMEIMPROVEMENT,A,2500,6.76,0,0.05,N,4,person_age_Bin2,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin1,bin4
5887,6349,22,36000,RENT,4.0,EDUCATION,B,6000,10.36,0,0.17,N,3,person_age_Bin1,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
5888,6350,23,36000,RENT,2.0,MEDICAL,B,6000,11.86,0,0.17,N,4,person_age_Bin2,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin4
5889,6351,25,36000,RENT,9.0,DEBTCONSOLIDATION,C,6000,14.72,0,0.17,N,2,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin5
5890,6352,22,49000,MORTGAGE,6.0,VENTURE,A,4000,8.94,0,0.08,N,2,person_age_Bin1,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin1
5891,6353,22,49000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,8500,12.53,0,0.17,N,2,person_age_Bin1,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin5
5892,6354,22,36000,RENT,6.0,EDUCATION,B,6000,10.75,0,0.17,N,3,person_age_Bin1,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
5893,6355,21,49000,MORTGAGE,5.0,VENTURE,A,14000,7.602100000000011,0,0.29,N,3,person_age_Bin1,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin3,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin1,bin1
5894,6356,21,36000,RENT,2.0,EDUCATION,B,6000,11.86,0,0.17,N,3,person_age_Bin1,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
5895,6357,22,49000,MORTGAGE,4.0,VENTURE,A,7000,9.32,0,0.14,N,2,person_age_Bin1,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin1
5896,6358,23,30000,RENT,4.0,DEBTCONSOLIDATION,D,6000,16.32,1,0.2,Y,3,person_age_Bin2,person_income_Bin2,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin5
5897,6359,23,36000,RENT,7.0,PERSONAL,A,6000,7.51,0,0.17,N,3,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin3
5898,6360,24,49000,MORTGAGE,2.0,VENTURE,E,20000,15.57,0,0.41,Y,4,person_age_Bin2,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin1
5899,6361,24,49000,MORTGAGE,2.0,VENTURE,D,7000,13.17,0,0.14,Y,4,person_age_Bin2,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin1
5900,6362,22,36000,RENT,1.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.17,N,2,person_age_Bin1,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin5
5901,6363,22,49032,MORTGAGE,6.0,EDUCATION,B,2400,11.86,0,0.05,N,2,person_age_Bin1,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin1,bin2
5902,6364,22,49140,OWN,0.0,EDUCATION,C,3000,13.16,0,0.06,N,2,person_age_Bin1,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin1,bin2
5903,6365,25,49152,MORTGAGE,7.0,MEDICAL,B,3000,11.71,0,0.06,N,2,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin1,bin4
5904,6366,24,36000,RENT,5.0,MEDICAL,D,6000,14.96,0,0.17,N,2,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin4
5905,6367,24,30000,RENT,0.0,PERSONAL,D,6000,14.11,1,0.2,Y,4,person_age_Bin2,person_income_Bin2,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin3
5906,6368,25,30000,RENT,9.0,EDUCATION,D,6000,14.74,1,0.2,Y,4,person_age_Bin2,person_income_Bin2,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
5907,6369,21,30000,RENT,1.0,EDUCATION,C,6000,13.16,1,0.2,Y,4,person_age_Bin1,person_income_Bin2,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
5908,6371,22,49200,MORTGAGE,6.0,VENTURE,A,4800,7.51,0,0.1,N,3,person_age_Bin1,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin1
5909,6372,25,49200,MORTGAGE,6.0,MEDICAL,A,5600,7.49,0,0.11,N,2,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin4
5910,6373,26,30000,RENT,1.0,MEDICAL,E,6000,15.45,1,0.2,N,4,person_age_Bin3,person_income_Bin2,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin4
5911,6374,25,49200,MORTGAGE,2.0,EDUCATION,B,6000,10.0,0,0.12,N,2,person_age_Bin2,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin2
5912,6375,24,49200,OWN,8.0,EDUCATION,C,4000,13.06,0,0.08,N,4,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin2
5913,6376,26,49200,OWN,11.0,HOMEIMPROVEMENT,B,10750,11.11,0,0.22,N,3,person_age_Bin3,person_income_Bin3,person_emp_length_Bin5,loan_amnt_Bin2,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin1,bin4
5914,6377,26,49200,MORTGAGE,8.0,EDUCATION,A,4800,6.17,0,0.1,N,3,person_age_Bin3,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin2
5915,6378,23,36100,RENT,0.0,EDUCATION,B,6000,9.88,0,0.17,N,2,person_age_Bin2,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
5916,6379,22,36250,RENT,6.0,EDUCATION,C,6000,14.22,0,0.17,Y,3,person_age_Bin1,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
5917,6380,21,36450,RENT,0.0,EDUCATION,A,6000,8.63,0,0.16,N,3,person_age_Bin1,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
5918,6381,22,36628,RENT,4.0,EDUCATION,B,6000,11.86,0,0.16,N,4,person_age_Bin1,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
5919,6382,25,36852,RENT,1.0,EDUCATION,B,6000,12.42,0,0.16,N,2,person_age_Bin2,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
5920,6383,23,31000,RENT,1.0,DEBTCONSOLIDATION,B,6000,11.71,1,0.19,N,2,person_age_Bin2,person_income_Bin2,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin5
5921,6384,24,37000,RENT,1.0,DEBTCONSOLIDATION,A,6000,7.66,0,0.16,N,2,person_age_Bin2,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin5
5922,6385,24,49344,MORTGAGE,6.0,DEBTCONSOLIDATION,B,8500,9.99,0,0.17,N,4,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin5
5923,6386,24,37000,RENT,8.0,MEDICAL,A,6000,6.76,0,0.16,N,4,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin4
5924,6387,22,37000,RENT,5.0,EDUCATION,B,6000,11.83,0,0.16,N,4,person_age_Bin1,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
5925,6388,26,49441,OWN,11.0,HOMEIMPROVEMENT,A,12000,6.99,0,0.24,N,4,person_age_Bin3,person_income_Bin3,person_emp_length_Bin5,loan_amnt_Bin3,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin1,bin4
5926,6389,21,37200,RENT,2.0,DEBTCONSOLIDATION,B,6000,11.71,0,0.16,N,4,person_age_Bin1,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin5
5927,6390,24,37200,RENT,2.0,PERSONAL,B,6000,9.99,0,0.16,N,3,person_age_Bin2,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin3
5928,6391,22,37500,RENT,6.0,MEDICAL,B,6000,12.42,0,0.16,N,2,person_age_Bin1,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin4
5929,6392,24,37920,RENT,4.0,DEBTCONSOLIDATION,A,6000,6.99,0,0.16,N,3,person_age_Bin2,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin5
5930,6393,22,49500,MORTGAGE,5.0,VENTURE,B,10000,10.36,0,0.2,N,3,person_age_Bin1,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin1
5931,6394,25,32000,RENT,9.0,DEBTCONSOLIDATION,C,6000,12.99,1,0.19,Y,2,person_age_Bin2,person_income_Bin2,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin5
5932,6395,25,49500,MORTGAGE,2.0,DEBTCONSOLIDATION,A,2400,7.51,0,0.05,N,2,person_age_Bin2,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin1,bin5
5933,6396,25,38000,RENT,8.0,PERSONAL,A,6000,6.99,0,0.16,N,4,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin3
5934,6397,22,38000,RENT,2.0,EDUCATION,C,6000,13.57,0,0.16,Y,4,person_age_Bin1,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
5935,6398,25,49500,MORTGAGE,3.0,DEBTCONSOLIDATION,C,9250,13.79,0,0.19,Y,2,person_age_Bin2,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin5
5936,6399,24,38000,RENT,0.0,DEBTCONSOLIDATION,B,6000,10.39,0,0.16,N,2,person_age_Bin2,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin5
5937,6400,23,38000,RENT,5.0,EDUCATION,B,6000,10.46,0,0.16,N,2,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
5938,6401,22,49536,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5200,6.62,0,0.1,N,2,person_age_Bin1,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin5
5939,6402,25,38004,RENT,0.0,DEBTCONSOLIDATION,B,6000,11.89,0,0.16,N,2,person_age_Bin2,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin5
5940,6403,24,43590,MORTGAGE,8.0,MEDICAL,B,8000,11.83,1,0.18,N,3,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin4
5941,6404,23,43600,MORTGAGE,5.0,DEBTCONSOLIDATION,B,25000,10.931,1,0.57,N,3,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin1,bin5
5942,6405,22,49600,MORTGAGE,4.0,VENTURE,D,10000,14.96,0,0.2,Y,3,person_age_Bin1,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin1
5943,6406,24,49600,MORTGAGE,8.0,HOMEIMPROVEMENT,A,2500,7.4,0,0.05,N,2,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin1,bin4
5944,6407,25,49600,MORTGAGE,9.0,MEDICAL,C,10000,11.66,0,0.2,Y,4,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin4
5945,6408,25,43633,MORTGAGE,3.0,DEBTCONSOLIDATION,D,9000,15.62,1,0.21,N,3,person_age_Bin2,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin5
5946,6409,24,33000,RENT,3.0,DEBTCONSOLIDATION,D,6000,15.62,1,0.18,N,2,person_age_Bin2,person_income_Bin2,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin5
5947,6410,22,33000,RENT,3.0,HOMEIMPROVEMENT,B,6000,11.102225000000006,1,0.18,N,4,person_age_Bin1,person_income_Bin2,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin4
5948,6411,25,49713,MORTGAGE,7.0,DEBTCONSOLIDATION,B,12000,11.86,0,0.24,N,2,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin3,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin1,bin5
5949,6412,25,49716,MORTGAGE,6.0,MEDICAL,A,8000,9.32,0,0.16,N,2,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin4
5950,6413,21,39000,RENT,4.0,EDUCATION,B,6000,10.38,0,0.15,N,3,person_age_Bin1,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin2
5951,6414,22,33000,RENT,2.0,EDUCATION,D,6000,14.441300000000002,1,0.18,N,4,person_age_Bin1,person_income_Bin2,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin2
5952,6415,22,39000,RENT,1.0,EDUCATION,A,6000,8.0,0,0.15,N,3,person_age_Bin1,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin2
5953,6416,25,33600,RENT,9.0,DEBTCONSOLIDATION,D,6000,15.58,1,0.18,Y,2,person_age_Bin2,person_income_Bin2,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin1,bin5
5954,6417,21,39900,RENT,3.0,DEBTCONSOLIDATION,B,6000,11.49,0,0.15,N,3,person_age_Bin1,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin5
5955,6418,23,39996,RENT,2.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.15,N,3,person_age_Bin2,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin5
5956,6419,25,39996,RENT,9.0,VENTURE,B,6000,9.7,0,0.15,N,4,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin1
5957,6420,23,39996,RENT,0.0,EDUCATION,C,6000,11.66,0,0.15,N,3,person_age_Bin2,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin2
5958,6421,25,49920,MORTGAGE,9.0,DEBTCONSOLIDATION,A,3325,5.42,0,0.07,N,3,person_age_Bin2,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin5
5959,6422,25,40000,RENT,2.0,MEDICAL,B,6000,10.65,0,0.15,N,3,person_age_Bin2,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin1,bin4
